benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
FreeSolv,Adapter,46,0.8800000000000003,24,259,-2.55,298.832,2.014232135588545,2.45006076221866,0.23613445378151265,4.132890839754866,2.536543641759866,357
FreeSolv,Adapter,47,2.91,24,259,-0.52,297.694,1.8834772790375898,2.4580726503891763,0.2683473389355743,4.231879284611576,2.4563646482946453,357
FreeSolv,Adapter,49,2.3600000000000003,24,259,-1.07,268.346,1.9292860924294448,2.4131176031575845,0.246218487394958,3.9719682786819863,2.129178199924228,357
FreeSolv,Adapter,48,3.0900000000000003,24,259,-0.34,279.708,1.927932532927577,2.415237790662924,0.25854341736694686,3.9871854532135975,2.451083871869292,357
Polarizability,MFGP,44,0.1275575447570333,16,83,-0.8724424552429667,201.526,0.3094651765701902,4.029082771067583,0.47507246376811596,0.09270402027913797,0.2878311809696427,1035
Polarizability,MFGP,46,0.0,16,83,-1.0,192.075,0.3106885311855374,4.1969203043596615,0.47091787439613525,0.09163676052266946,0.2891022089941765,1035
FreeSolv,Adapter,50,0.27,24,259,-3.16,242.047,1.9589291048113857,2.4310332075397647,0.24901960784313726,4.051114462923834,2.461324461356516,357
FreeSolv,Adapter,51,1.6400000000000001,24,259,-1.79,247.323,2.1165331654868527,2.4468894790954336,0.2473389355742297,4.0395077715670205,2.438569145083967,357
Polarizability,MFGP,45,0.2710997442455244,16,83,-0.7289002557544756,226.434,0.2756539483667374,3.2001921307951027,0.44685990338164255,0.08959465471253601,0.25452259811839084,1035
Polarizability,MFGP,42,0.2902813299232737,16,83,-0.7097186700767263,283.362,0.2701182723762211,2.8637560076195125,0.4408695652173913,0.0909081874533432,0.2490203190867958,1035
Polarizability,MFGP,43,0.3347186700767264,16,83,-0.6652813299232736,282.767,0.2540716152957611,2.2259638290124926,0.4227053140096618,0.0927736579168791,0.23337960707280242,1035
Polarizability,Sequential,44,0.08919437340153435,16,83,-0.9108056265984656,70.548,0.04014226706341721,-0.9157668788797427,0.3343961352657005,0.1545919778987972,0.1285199719216673,1035
Polarizability,Sequential,42,0.21483375959079287,16,83,-0.7851662404092071,78.156,0.03701843083574378,-0.840304768441264,0.3534299516908213,0.16811059700489256,0.15403031178078477,1035
Polarizability,Sequential,43,0.21483375959079287,16,83,-0.7851662404092071,84.834,0.037501213118769916,-0.8452853108659865,0.3723671497584541,0.16767097180871737,0.11018040524485981,1035
Polarizability,Sequential,45,0.08919437340153435,16,83,-0.9108056265984656,82.049,0.04349032438911469,-0.8836247310042246,0.3536231884057971,0.15967061692131507,0.08063050499469582,1035
Polarizability,MFGP,47,0.2119565217391305,16,83,-0.7880434782608695,286.103,0.22802117419488924,1.7651478032454793,0.3794202898550725,0.08884578814036266,0.20831368713689782,1035
Polarizability,Sequential,46,0.0,16,83,-1.0,95.314,0.042568129627022985,-0.862678478491998,0.3609661835748793,0.16371336397794636,0.13051300077007408,1035
Polarizability,MFGP,48,0.0,16,83,-1.0,234.534,0.28600157036689927,2.4031001531122893,0.4354589371980676,0.10381138820803244,0.26475722368789567,1035
Polarizability,Sequential,47,0.3104219948849105,16,83,-0.6895780051150895,97.123,0.03911027830402545,-0.8671797149860093,0.3379710144927537,0.16292695213095565,0.03993476681720988,1035
Polarizability,Sequential,48,0.0,16,83,-1.0,96.095,0.038116059277454754,-0.8402418030131237,0.36115942028985515,0.1682893216254823,0.1565022478632355,1035
Polarizability,Sequential,49,0.21867007672634287,16,83,-0.7813299232736571,93.491,0.0316260962216082,-0.8976759185438592,0.3791304347826087,0.15972800291755593,0.08017951234259114,1035
Polarizability,Sequential,50,0.21867007672634287,16,83,-0.7813299232736571,104.814,0.041381318338089355,-0.8704091736009706,0.3357487922705314,0.16210154444730207,0.046430228127273904,1035
Polarizability,Sequential,51,0.0,16,83,-1.0,100.268,0.03897899544917856,-0.8919457229243738,0.3508212560386473,0.1590961580392465,0.12931330864193236,1035
Polarizability,Progressive,42,0.21483375959079287,16,83,-0.7851662404092071,92.807,0.054105051126356524,-0.8195395874297425,0.27845410628019324,0.16655280896875213,0.07310043399882118,1035
Polarizability,MFGP,49,0.40153452685422,16,83,-0.59846547314578,277.381,0.23024592571939628,2.048476963295613,0.38859903381642513,0.0838792194193424,0.2103457497288982,1035
Polarizability,MFGP,51,0.0,16,83,-1.0,214.993,0.26578800158184074,1.6088635354589245,0.39642512077294684,0.10947129753315671,0.24506833292373637,1035
Polarizability,MFGP,50,0.24648337595907932,16,83,-0.7535166240409207,237.323,0.2554089029666123,2.4955383553797255,0.42541062801932367,0.08968431580317152,0.23471123071893232,1035
Polarizability,Progressive,43,0.21483375959079287,16,83,-0.7851662404092071,98.858,0.04333201361396989,-0.8360802553613328,0.3356521739130435,0.16754225430822134,0.06472021785070572,1035
Polarizability,Progressive,45,0.21867007672634287,16,83,-0.7813299232736571,84.911,0.0429286480168059,-0.8753847135405434,0.3416425120772947,0.16110980671751154,0.05201931890221282,1035
Polarizability,Progressive,44,0.15281329923273657,16,83,-0.8471867007672634,110.129,0.04862948345407372,-0.8755121473402484,0.29980676328502415,0.15883595599884928,0.05903163392921722,1035
Polarizability,Progressive,46,0.0,16,83,-1.0,100.71,0.0441986516275503,-0.8763172427453173,0.3393236714975846,0.16065494469321187,0.0762754801363444,1035
Polarizability,Progressive,47,0.2119565217391305,16,83,-0.7880434782608695,103.595,0.050789051674423775,-0.840809916604393,0.2923671497584541,0.16394842298472645,0.05197824091640223,1035
Polarizability,Progressive,48,0.0,16,83,-1.0,103.262,0.0399240262822997,-0.8821449020937507,0.3367149758454106,0.1603119721972512,0.07137615346680924,1035
Polarizability,Progressive,51,0.0,16,83,-1.0,95.822,0.05011702523927258,-0.8705455877405199,0.2936231884057971,0.15898526701577215,0.0928752406658611,1035
Polarizability,Progressive,49,0.21867007672634287,16,83,-0.7813299232736571,108.971,0.042658091551002086,-0.865973819505094,0.3216425120772947,0.16227286895200527,0.03619270618286573,1035
Polarizability,Progressive,50,0.21867007672634287,16,83,-0.7813299232736571,109.176,0.0479193340029724,-0.8553591201611066,0.30531400966183575,0.1625682275429921,0.05977555395456045,1035
Polarizability,Curriculum,42,0.21483375959079287,16,83,-0.7851662404092071,118.442,0.03801567902245442,-0.8351588678424817,0.3499516908212561,0.1688054586297376,0.05279742557107641,1035
Polarizability,Curriculum,43,0.21483375959079287,16,83,-0.7851662404092071,121.053,0.03589632300287522,-0.8459941856952125,0.38067632850241545,0.1678640710213956,0.10720963587681798,1035
Polarizability,Curriculum,45,0.08919437340153435,16,83,-0.9108056265984656,115.054,0.04305632224228273,-0.8885007270378368,0.357487922705314,0.15893211385298622,0.11602849531837779,1035
Polarizability,Curriculum,44,0.08919437340153435,16,83,-0.9108056265984656,117.897,0.04096011091155985,-0.9076747021643243,0.34057971014492755,0.15602176120478614,0.10894961095769709,1035
Polarizability,Curriculum,46,0.0,16,83,-1.0,118.783,0.04635194774228641,-0.8671995999950164,0.35188405797101446,0.16194170174936962,0.0754798669925097,1035
Polarizability,Curriculum,47,0.2902813299232737,16,83,-0.7097186700767263,127.592,0.03873538754647446,-0.8661506203264567,0.3423188405797101,0.16326546453910842,0.0758268096665417,1035
Polarizability,Curriculum,48,0.0,16,83,-1.0,115.302,0.03712668127989323,-0.8670647750151599,0.36057971014492757,0.16376429325419636,0.057746858512077635,1035
Polarizability,Curriculum,50,0.21867007672634287,16,83,-0.7813299232736571,113.185,0.043149049913815775,-0.8596896320310625,0.3291787439613527,0.16347446284041459,0.04851959170818325,1035
Polarizability,Curriculum,49,0.21867007672634287,16,83,-0.7813299232736571,115.406,0.031913396130094016,-0.8897637126366845,0.376328502415459,0.16093113120776753,0.051382032038456184,1035
Polarizability,Curriculum,51,0.0,16,83,-1.0,110.413,0.0390006852141959,-0.8881874248354541,0.3477294685990338,0.15967347341264845,0.05157745091447937,1035
Polarizability,Two-Stage Joint,42,0.21483375959079287,16,83,-0.7851662404092071,203.36,0.05868580566999066,-0.808113914004389,0.2587439613526571,0.16688673410122243,0.08221316985919856,1035
Polarizability,Two-Stage Joint,43,0.21547314578005117,16,83,-0.7845268542199488,211.186,0.042779608048191815,-0.8406636280254065,0.33381642512077303,0.16671508846712638,0.0579989669724448,1035
Polarizability,Two-Stage Joint,45,0.21483375959079287,16,83,-0.7851662404092071,201.881,0.04279449184455233,-0.877702747498082,0.3369082125603865,0.16058868067665039,0.0540093393312949,1035
Polarizability,Two-Stage Joint,44,0.15281329923273657,16,83,-0.8471867007672634,207.447,0.05059391395898558,-0.8711665678291494,0.2936231884057971,0.1589401647365714,0.08391046418460091,1035
Polarizability,DNGO-Joint,42,0.21483375959079287,16,83,-0.7851662404092071,135.347,0.027266222300681726,-0.8375994386802409,0.40309178743961355,0.17069640238675,0.05932025321232154,1035
Polarizability,Two-Stage Joint,47,0.2119565217391305,16,83,-0.7880434782608695,202.681,0.04873848401058908,-0.8463842806255673,0.2983574879227053,0.1636405338357033,0.046721426858536544,1035
Polarizability,DNGO-Joint,43,0.21483375959079287,16,83,-0.7851662404092071,132.543,0.04108539150068162,-0.844090211221651,0.3707246376811594,0.16712977072897103,0.06580227503086594,1035
Polarizability,Two-Stage Joint,46,0.0,16,83,-1.0,209.742,0.04333212279393843,-0.8832081207343758,0.3435748792270531,0.15978938061315714,0.08765410275521876,1035
Polarizability,Two-Stage Joint,48,0.0,16,83,-1.0,200.186,0.04273962374570099,-0.8651480748378801,0.3251207729468599,0.1623281662131495,0.07296827911517094,1035
Polarizability,Two-Stage Joint,49,0.21483375959079287,16,83,-0.7851662404092071,197.019,0.04216992158046924,-0.868155007971536,0.3234782608695652,0.16186622679356097,0.03505656756275463,1035
Polarizability,Two-Stage Joint,50,0.21867007672634287,16,83,-0.7813299232736571,197.175,0.047075114533196856,-0.8539630758369287,0.3109178743961353,0.16319127152584198,0.04510302138966956,1035
Polarizability,Two-Stage Joint,51,0.0,16,83,-1.0,202.776,0.04810159808027416,-0.8748512234726116,0.3021256038647343,0.15891393527535663,0.09249915851173718,1035
Polarizability,DNGO-Joint,44,0.15281329923273657,16,83,-0.8471867007672634,134.613,0.038239901921133884,-0.8924494522999109,0.34975845410628026,0.1590288062070001,0.07916252995557342,1035
Polarizability,DNGO-Joint,45,0.21867007672634287,16,83,-0.7813299232736571,139.967,0.050492963436892364,-0.8532383987526514,0.33545893719806774,0.16303572237937222,0.082032018870919,1035
Polarizability,DNGO-Joint,46,0.0,16,83,-1.0,142.316,0.051137870433510015,-0.8508943796799617,0.33072463768115945,0.1633848224243431,0.11674505266198397,1035
Polarizability,DNGO-Joint,49,0.21867007672634287,16,83,-0.7813299232736571,139.294,0.029203193831951746,-0.8904465892620592,0.39835748792270537,0.16141568113609675,0.11997095239112057,1035
Polarizability,DNGO-Joint,50,0.21483375959079287,16,83,-0.7851662404092071,134.656,0.03853309197865769,-0.8652079209229423,0.3529468599033817,0.16374857875115803,0.03847893758551203,1035
Polarizability,DNGO-Joint,47,0.21547314578005117,16,83,-0.7845268542199488,149.226,0.03034670361433711,-0.8736772998971791,0.38299516908212566,0.1639044614413374,0.06637104396787698,1035
Polarizability,DNGO-Joint,51,0.0,16,83,-1.0,135.255,0.04498012340444539,-0.871336997590156,0.35362318840579715,0.16131735628052793,0.09336083451935473,1035
Polarizability,DNGO-Joint,48,0.0,16,83,-1.0,149.649,0.0410392391508921,-0.8567345048378424,0.3656038647342995,0.1649079039412151,0.07963552575776836,1035
Polarizability,DNGO-Gradient,42,0.21483375959079287,16,83,-0.7851662404092071,143.624,0.039024667388542385,-0.8141132840520645,0.3430917874396136,0.17231433847588706,0.0905311208811817,1035
Polarizability,DNGO-Gradient,43,0.21547314578005117,16,83,-0.7845268542199488,143.033,0.04024669924022401,-0.8509780538547812,0.35246376811594204,0.16590139603685217,0.07142819636730925,1035
Polarizability,DNGO-Gradient,44,0.15281329923273657,16,83,-0.8471867007672634,143.742,0.04120512793383942,-0.8764573787416754,0.336231884057971,0.1610880682149673,0.09935982104482215,1035
Polarizability,DNGO-Gradient,45,0.21867007672634287,16,83,-0.7813299232736571,142.016,0.041657243380613655,-0.8660231508715042,0.36135265700483093,0.16315982892697886,0.0908184798391974,1035
Polarizability,DNGO-Gradient,46,0.0,16,83,-1.0,142.489,0.037803043276386894,-0.8730529788299903,0.37120772946859903,0.16287872512148363,0.07551806828511722,1035
Polarizability,Knowledge Distillation,44,0.08919437340153435,16,83,-0.9108056265984656,98.161,0.03879203934687788,-0.9126396216329926,0.3442512077294686,0.15543884851676587,0.06744784829116496,1035
Polarizability,Knowledge Distillation,43,0.21483375959079287,16,83,-0.7851662404092071,106.71,0.036438215047877,-0.8407914852281755,0.37516908212560385,0.16860546647679045,0.05575916231154721,1035
Polarizability,Knowledge Distillation,42,0.21483375959079287,16,83,-0.7851662404092071,121.907,0.03617326770774327,-0.8398597564662407,0.35652173913043483,0.16839805904403035,0.047449316557177754,1035
Polarizability,DNGO-Gradient,50,0.15281329923273657,16,83,-0.8471867007672634,132.166,0.03846826027737779,-0.857990289545443,0.35140096618357486,0.16496916220830446,0.05129725880114425,1035
Polarizability,DNGO-Gradient,48,0.0,16,83,-1.0,142.956,0.03203465593772091,-0.860202822526137,0.3820289855072464,0.16600319303170336,0.07071211733280594,1035
Polarizability,Knowledge Distillation,45,0.08919437340153435,16,83,-0.9108056265984656,112.436,0.0412465946091706,-0.8892927496150052,0.36115942028985504,0.15925644564078176,0.04939827083896942,1035
Polarizability,DNGO-Gradient,51,0.0,16,83,-1.0,154.591,0.04223054466617273,-0.8882469813719889,0.34628019323671494,0.15905565957436785,0.11008687815403778,1035
Polarizability,DNGO-Gradient,49,0.09303069053708435,16,83,-0.9069693094629157,160.732,0.03039941056308157,-0.8858726873144357,0.3822222222222222,0.161900095748465,0.04720771654784764,1035
Polarizability,DNGO-Gradient,47,0.21547314578005117,16,83,-0.7845268542199488,181.604,0.03412467120762261,-0.867424842719589,0.3640579710144928,0.16415180146959146,0.04008200630646358,1035
Polarizability,Knowledge Distillation,46,0.0,16,83,-1.0,111.353,0.04721141622319732,-0.8590709403783067,0.3494685990338164,0.16317822559601114,0.05047025303927646,1035
Polarizability,Knowledge Distillation,47,0.2119565217391305,16,83,-0.7880434782608695,107.11,0.03650358727570474,-0.8682409122684059,0.35140096618357497,0.16350362747578404,0.03699741132046853,1035
Polarizability,Knowledge Distillation,48,0.0,16,83,-1.0,111.238,0.038233561032196106,-0.8618611478879983,0.35884057971014494,0.16444328376214304,0.05777739368404967,1035
Polarizability,Knowledge Distillation,49,0.21867007672634287,16,83,-0.7813299232736571,117.939,0.03327575548205233,-0.8773331927891529,0.36850241545893725,0.16273231301542201,0.04344761226597336,1035
Polarizability,Knowledge Distillation,50,0.21867007672634287,16,83,-0.7813299232736571,117.484,0.04105206039616855,-0.8597074017850025,0.3378743961352657,0.1639579243705755,0.0504747178585303,1035
Polarizability,Knowledge Distillation,51,0.0,16,83,-1.0,122.108,0.04001863841970892,-0.8781143475863196,0.35429951690821254,0.16132777265345252,0.07368799534446419,1035
Polarizability,Domain Adaptation (MMD),42,0.24648337595907932,16,83,-0.7535166240409207,214.805,0.0486445615903817,-0.8262752903318197,0.302512077294686,0.16731705646270043,0.07302516853109892,1035
Polarizability,Domain Adaptation (MMD),43,0.21483375959079287,16,83,-0.7851662404092071,225.33,0.03832475877227577,-0.837565774140515,0.3569082125603865,0.16848672222352515,0.06220699956079836,1035
Polarizability,Soft Parameter Sharing,42,0.21483375959079287,16,83,-0.7851662404092071,119.959,0.04364467078698098,-0.8474413262567921,0.32270531400966185,0.16503012821944954,0.06298368128768692,1035
Polarizability,Domain Adaptation (MMD),45,0.15281329923273657,16,83,-0.8471867007672634,215.755,0.03965768264448845,-0.8699850264427881,0.36869565217391304,0.16289407420675633,0.06098988570474639,1035
Polarizability,Domain Adaptation (MMD),46,0.0,16,83,-1.0,214.103,0.044606829590820976,-0.8638008663162564,0.35613526570048315,0.1629643667718427,0.05667862314397798,1035
Polarizability,Domain Adaptation (MMD),48,0.0,16,83,-1.0,208.205,0.03551374407935652,-0.8692567637225526,0.3572946859903382,0.16364126300404927,0.042534806974183936,1035
Polarizability,Domain Adaptation (MMD),44,0.09303069053708435,16,83,-0.9069693094629157,220.889,0.0474187933050997,-0.8619174642315927,0.3022222222222222,0.1614811614590421,0.05286628729123561,1035
Polarizability,Soft Parameter Sharing,43,0.21547314578005117,16,83,-0.7845268542199488,124.788,0.036916294770785806,-0.8747793420518216,0.35806763285024157,0.1622754586424636,0.05196899769520736,1035
Polarizability,Domain Adaptation (MMD),49,0.09303069053708435,16,83,-0.9069693094629157,211.349,0.03417449539483288,-0.8761079293188275,0.36067632850241543,0.16273168476589722,0.03997706923478562,1035
Polarizability,Domain Adaptation (MMD),47,0.290920716112532,16,83,-0.709079283887468,229.193,0.03987823204782735,-0.863062591366194,0.336328502415459,0.16347541204731952,0.04144280110621686,1035
Polarizability,Domain Adaptation (MMD),50,0.21867007672634287,16,83,-0.7813299232736571,207.204,0.04499569981033067,-0.8559890825862787,0.3201932367149759,0.16355264745781167,0.0539359797675532,1035
Polarizability,Domain Adaptation (MMD),51,0.0,16,83,-1.0,231.523,0.039162072651501754,-0.8732570681477133,0.35304347826086957,0.1622906010869586,0.08843773120735196,1035
Polarizability,Soft Parameter Sharing,44,0.15281329923273657,16,83,-0.8471867007672634,131.53,0.04122097066835498,-0.9009792779759621,0.32956521739130434,0.15662508761467606,0.04563450006605288,1035
Polarizability,Pseudo-Labeling,42,0.21483375959079287,16,83,-0.7851662404092071,112.652,0.03784309750932554,-0.8359602039802932,0.35082125603864733,0.1687193229067072,0.04043255294173748,1035
Polarizability,Soft Parameter Sharing,48,0.0,16,83,-1.0,127.042,0.03809354899429547,-0.8893322778059832,0.3424154589371981,0.15945747889832296,0.06350729077439925,1035
Polarizability,Soft Parameter Sharing,45,0.21547314578005117,16,83,-0.7845268542199488,142.423,0.04001556253705036,-0.8986773371279821,0.33381642512077303,0.15746114317957524,0.11218019861570037,1035
Polarizability,Soft Parameter Sharing,46,0.0,16,83,-1.0,144.278,0.037731983073079386,-0.9100447109016665,0.3511111111111111,0.15627375814760047,0.14408101687515434,1035
Polarizability,Soft Parameter Sharing,49,0.09303069053708435,16,83,-0.9069693094629157,135.599,0.03977522705470881,-0.8836537858902092,0.33314009661835753,0.15988704749530408,0.03908847313187611,1035
Polarizability,Pseudo-Labeling,43,0.2119565217391305,16,83,-0.7880434782608695,113.641,0.035745469969315984,-0.8434095741770663,0.3765217391304348,0.1682758019655089,0.05571425916083628,1035
Polarizability,Soft Parameter Sharing,47,0.21547314578005117,16,83,-0.7845268542199488,139.977,0.0454148404467548,-0.8686886823167054,0.31236714975845414,0.1608028698479809,0.05626458460851956,1035
Polarizability,Soft Parameter Sharing,51,0.0,16,83,-1.0,136.698,0.038755941589594306,-0.908262955920416,0.33777777777777784,0.15607339758343014,0.059205022819947196,1035
Polarizability,Soft Parameter Sharing,50,0.21867007672634287,16,83,-0.7813299232736571,141.018,0.04503405710676599,-0.8796945609319734,0.3159420289855072,0.1592379720099255,0.06951602408547831,1035
Polarizability,Pseudo-Labeling,44,0.08919437340153435,16,83,-0.9108056265984656,119.844,0.039274034350624494,-0.8998337238409312,0.3371980676328502,0.15742671485038728,0.04687203158423346,1035
Polarizability,Pseudo-Labeling,46,0.0,16,83,-1.0,109.895,0.042899173585482564,-0.8695956179482427,0.36057971014492757,0.162415084640482,0.04176974465238342,1035
Polarizability,Pseudo-Labeling,45,0.08919437340153435,16,83,-0.9108056265984656,128.904,0.04351904118065683,-0.8871888636746014,0.3541062801932367,0.15901867899767264,0.04113750688401256,1035
Polarizability,Pseudo-Labeling,48,0.0,16,83,-1.0,104.418,0.04011556960797513,-0.8649457306852771,0.35265700483091794,0.16355460558800466,0.041233469923070025,1035
Polarizability,Pseudo-Labeling,47,0.21547314578005117,16,83,-0.7845268542199488,114.805,0.03762541313068216,-0.8661490888673814,0.3509178743961353,0.16362309017587628,0.04012994347296378,1035
Polarizability,Pseudo-Labeling,50,0.21867007672634287,16,83,-0.7813299232736571,111.353,0.04569051961736938,-0.8576125086499854,0.3141062801932367,0.16297692789394574,0.0466933352909311,1035
Polarizability,Adapter,42,0.3097826086956522,16,83,-0.6902173913043478,109.452,0.04420053123733754,-0.8476006454118412,0.3167149758454107,0.16487552977715222,0.0602617199659047,1035
Polarizability,Pseudo-Labeling,49,0.21867007672634287,16,83,-0.7813299232736571,116.551,0.03246004185821811,-0.8808712985143733,0.37043478260869567,0.16225682348088363,0.03218107647058838,1035
Polarizability,Adapter,43,0.21547314578005117,16,83,-0.7845268542199488,109.183,0.0411752202673179,-0.844449729185226,0.3423188405797101,0.16667300690950362,0.06582036272514621,1035
Polarizability,Pseudo-Labeling,51,0.0,16,83,-1.0,114.095,0.039796704352445984,-0.8815836173194259,0.35710144927536236,0.16081221805958454,0.06303481738056545,1035
Polarizability,Adapter,44,0.15281329923273657,16,83,-0.8471867007672634,115.325,0.03368540591089292,-0.892488166078271,0.3696618357487923,0.16005310059123248,0.1065568400560185,1035
Polarizability,Adapter,45,0.36476982097186716,16,83,-0.6352301790281328,118.85,0.03430920153257785,-0.9096332900232287,0.36637681159420293,0.15726317652766328,0.08171485325580531,1035
Polarizability,Adapter,46,0.0,16,83,-1.0,104.891,0.03836842850310932,-0.8990651132193501,0.3672463768115943,0.15850670019460283,0.1257564745863757,1035
Polarizability,Adapter,47,0.2320971867007673,16,83,-0.7679028132992327,83.659,0.04451056096224795,-0.86313173054161,0.3166183574879227,0.1621384808011834,0.10907777156024881,1035
Polarizability,Adapter,48,0.0,16,83,-1.0,79.439,0.03824423555522771,-0.8305410368925472,0.3645410628019324,0.1700823447493516,0.051561092727699785,1035
Polarizability,Adapter,49,0.36317135549872126,16,83,-0.6368286445012787,73.063,0.03847053500001284,-0.8719718319361915,0.34850241545893723,0.1627080179640865,0.09600928912508339,1035
Polarizability,Adapter,50,0.3097826086956522,16,83,-0.6902173913043478,69.113,0.0362123714310337,-0.8618372137524437,0.38000000000000006,0.16509956517343993,0.07314892261242335,1035
Polarizability,Adapter,51,0.0,16,83,-1.0,61.093,0.03254667999496672,-0.8918563759233995,0.38048309178743966,0.1605890502809953,0.10337613968365415,1035
