benchmark,model,seed,final_regret,n_hf,n_lf,best_y,elapsed_sec,calib_budget,lf_rmse,lf_nll,lf_ece,lf_sharpness,hf_rmse,n_held
Park-Fav,Soft Parameter Sharing,42,0.9061440243658865,4,55,0.9061440243658865,558.508,9.5,0.4495452127383484,2.4253857480397127,0.4431472081218275,4.489763723307932,2.985179558553176,197
Park-Fav,Domain Adaptation (MMD),49,0.9061228918802969,4,55,0.9061228918802969,816.123,9.5,0.4644921879323898,2.4812843017047945,0.4436548223350255,4.748270590437187,2.575411767668386,197
Park-Fav,Soft Parameter Sharing,43,0.9061440243658865,4,55,0.9061440243658865,552.504,9.5,0.4046484109135728,2.3624695895932515,0.45076142131979696,4.217487502443586,3.5862883530187104,197
Park-Fav,Domain Adaptation (MMD),50,0.9060940243681365,4,55,0.9060940243681365,755.621,9.5,0.6315101480263118,2.4298749385540943,0.41421319796954315,4.486700502070214,1.9192446496965025,197
Park-Fav,Domain Adaptation (MMD),51,2.5930335532473125e-07,4,55,2.5930335532473125e-07,753.537,9.5,0.6164424563930618,2.4725974261690884,0.4192893401015228,4.689852271066352,2.40810597219977,197
Park-Fav,Soft Parameter Sharing,44,2.5930335532473125e-07,4,55,2.5930335532473125e-07,488.553,9.5,0.28813846587935127,2.377186728825582,0.46446700507614214,4.289995766737919,4.207810762692914,197
Park-Fav,Soft Parameter Sharing,45,2.5800579021124985e-07,4,55,2.5800579021124985e-07,501.406,9.5,0.3372821747508484,2.3675721499911937,0.4598984771573604,4.2453032955274965,3.5705474237298116,197
Park-Fav,Soft Parameter Sharing,47,0.9061440243658865,4,55,0.9061440243658865,502.088,9.5,0.5973801805372336,2.38743996353471,0.4269035532994924,4.304091567205066,2.1819137474268215,197
Park-Fav,Soft Parameter Sharing,46,2.586872597596253e-07,4,55,2.586872597596253e-07,536.428,9.5,0.4215748716203357,2.3732510527324826,0.45126903553299486,4.262640415977115,3.6231900689500702,197
Park-Fav,Soft Parameter Sharing,49,2.051277131164388e-07,4,55,2.051277131164388e-07,494.642,9.5,0.5418789610913084,2.4583777118806376,0.4284263959390864,4.632049705249751,3.099179534651506,197
